codice,file,w,h,keep,elementi,item,item_w,item_h,dcol,dedge,ink,item_rot
PN222-09,PN222-09__solo.webp,1133,896,0.863,2,PN222-09__item.webp,209,896,53.53,0.0084,,
PN222-10,PN222-10__solo.webp,1135,896,0.863,2,PN222-10__item.webp,209,896,53.53,0.0084,,
PN222-11,PN222-11__solo.webp,1132,896,0.863,2,PN222-11__item.webp,209,896,53.53,0.0084,,
PN222-12,PN222-12__solo.webp,1135,896,0.863,2,PN222-12__item.webp,209,896,53.53,0.0084,,
PN222-13,PN222-13__solo.webp,1135,896,0.863,2,PN222-13__item.webp,209,896,53.53,0.0084,,
PN222-14,PN222-14__solo.webp,1132,896,0.863,2,PN222-14__item.webp,209,896,53.53,0.0084,,
PN222-15,PN222-15__solo.webp,1133,896,0.863,2,PN222-15__item.webp,209,896,53.53,0.0084,,
PN222-16,PN222-16__solo.webp,1134,896,0.863,2,PN222-16__item.webp,209,896,53.53,0.0084,,
PN222-17,PN222-17__solo.webp,1133,896,0.863,2,PN222-17__item.webp,209,896,53.53,0.0084,,
PN222-18,PN222-18__solo.webp,1135,896,0.863,2,PN222-18__item.webp,209,896,53.53,0.0084,,
PN222-19,PN222-19__solo.webp,1133,896,0.862,2,PN222-19__item.webp,209,896,53.53,0.0084,,
PN222-20,PN222-20__solo.webp,1134,896,0.862,2,PN222-20__item.webp,209,896,53.53,0.0084,,
PN222-21,PN222-21__solo.webp,1135,896,0.863,2,PN222-21__item.webp,209,896,53.53,0.0084,,
PN222-22,PN222-22__solo.webp,1133,896,0.863,2,PN222-22__item.webp,209,896,53.53,0.0084,,
PN222-23,PN222-23__solo.webp,1134,896,0.863,2,PN222-23__item.webp,209,896,53.53,0.0084,,
PN222-24,PN222-24__solo.webp,1174,896,0.865,2,PN222-24__item.webp,209,896,53.53,0.0084,,
PN222,PN222__solo.webp,1055,896,0.778,20,PN222__item.webp,900,764,53.53,0.0084,,
PN225-01,PN225-01__solo.webp,1532,961,0.993,2,PN225-01__item.webp,779,349,78.04,0.0355,,
PN225-02,PN225-02__solo.webp,1533,961,0.993,2,PN225-02__item.webp,779,349,78.04,0.0355,,
PN225-03,PN225-03__solo.webp,1532,956,0.993,2,PN225-03__item.webp,778,349,78.04,0.0355,,
PN225-04,PN225-04__solo.webp,1532,956,0.993,2,PN225-04__item.webp,780,349,78.04,0.0355,,
PN228-A4,PN228-A4__solo.webp,1161,876,0.832,4,PN228-A4__item.webp,533,387,,,,
PN240,PN240__solo.webp,1527,943,0.991,3,PN240__item.webp,719,465,0.02,0.002,,
PN240A4,PN240A4__solo.webp,1528,947,0.992,5,PN240A4__item.webp,718,465,0.02,0.002,,
PN241A4,PN241A4__solo.webp,1527,942,0.992,5,PN241A4__item.webp,719,465,0.02,0.002,,
PN253,PN253__solo.webp,932,947,0.905,3,PN253__item.webp,788,555,,,,
PN254,PN254__solo.webp,931,947,0.905,3,PN254__item.webp,788,555,,,,
PN255,PN255__solo.webp,932,947,0.905,3,PN255__item.webp,788,555,,,,
PN256,PN256__solo.webp,931,947,0.906,3,PN256__item.webp,788,555,,,,
PN257,PN257__solo.webp,933,947,0.906,3,PN257__item.webp,788,555,,,,
PN261,PN261__solo.webp,798,954,0.879,2,PN261__item.webp,798,564,,,,
PN262,PN262__solo.webp,798,954,0.881,2,PN262__item.webp,798,564,,,,
PN263,PN263__solo.webp,798,954,0.884,2,PN263__item.webp,798,564,,,,
PN264,PN264__solo.webp,799,954,0.884,2,PN264__item.webp,799,564,,,,
PN300,PN300__solo.webp,1528,937,0.956,8,PN300__item.webp,582,520,34.28,0.0774,,
PN303,PN303__solo.webp,1199,937,0.901,7,PN303__item.webp,461,466,0.07,0.0044,,
PN304,PN304__solo.webp,1528,942,0.957,9,PN304__item.webp,580,520,34.28,0.0774,,
PN305,PN305__solo.webp,1210,937,0.903,6,PN305__item.webp,461,466,0.07,0.0044,,
PN307,PN307__solo.webp,1528,942,0.956,10,PN307__item.webp,580,520,34.28,0.0774,,
PN308,PN308__solo.webp,1527,977,0.987,6,PN308__item.webp,601,431,,,,
PN309,PN309__solo.webp,1528,977,0.99,7,PN309__p1.webp,688,513,,,,
PN310,PN310__solo.webp,763,762,0.77,2,PN310__item.webp,227,460,46.55,0.141,,
PN311,PN311__solo.webp,813,740,0.775,2,PN311__item.webp,256,444,46.55,0.141,,
PN312,PN312__solo.webp,794,746,0.77,2,PN312__p2.webp,233,139,46.55,0.141,,
PN314,PN314__solo.webp,813,761,0.762,2,PN314__item.webp,264,375,,,,
PN315,PN315__solo.webp,790,762,0.787,2,PN315__item.webp,264,458,30.98,0.1089,,
PN316,PN316__solo.webp,790,762,0.787,2,PN316__item.webp,264,456,30.98,0.1089,,
PN331,PN331__solo.webp,1526,937,0.656,3,PN331__item.webp,900,316,34.28,0.0774,,
PN340-02,PN340-02__solo.webp,1522,882,0.992,3,PN340-02__item.webp,611,383,35.55,0.092,,
PN340-03,PN340-03__solo.webp,1523,852,0.992,3,PN340-03__item.webp,611,384,35.55,0.092,,
PN341-02,PN341-02__solo.webp,1527,939,0.993,2,PN341-02__item.webp,615,380,35.55,0.092,,
PN341-03,PN341-03__solo.webp,1523,940,0.993,2,PN341-03__item.webp,614,380,35.55,0.092,,
PN345-02,PN345-02__solo.webp,1525,940,0.989,2,PN345-02__item.webp,545,401,49.72,0.0193,,
PN345-03,PN345-03__solo.webp,1525,940,0.989,2,PN345-03__item.webp,545,401,49.72,0.0193,,
PN346-01,PN346-01__solo.webp,1528,945,0.991,4,PN346-01__item.webp,517,303,56.73,0.1186,,
PN346-02,PN346-02__solo.webp,1528,945,0.991,4,PN346-02__item.webp,517,303,56.73,0.1186,,
PN346-05,PN346-05__solo.webp,1528,945,0.947,4,PN346-05__item.webp,517,303,56.73,0.1186,,
PN347-02,PN347-02__solo.webp,1521,853,0.942,4,PN347-02__item.webp,468,236,56.73,0.1186,,
PN347-03,PN347-03__solo.webp,1521,853,0.94,4,PN347-03__item.webp,468,236,56.73,0.1186,,
PN350-01,PN350-01__solo.webp,1489,853,0.935,4,PN350-01__item.webp,487,339,34.29,0.0176,,
PN350-03,PN350-03__solo.webp,1491,853,0.935,4,PN350-03__item.webp,486,339,34.29,0.0176,,
PN353-01,PN353-01__solo.webp,1514,938,0.935,4,PN353-01__item.webp,516,302,,,,
PN430,PN430__solo.webp,788,555,0.869,1,PN430__item.webp,788,555,86.14,0.0165,,
PN431,PN431__solo.webp,789,555,0.869,1,PN431__item.webp,789,555,86.14,0.0165,,
PN432,PN432__solo.webp,789,555,0.869,1,PN432__item.webp,789,555,86.14,0.0165,,
PN433,PN433__solo.webp,788,555,0.869,1,PN433__item.webp,788,555,86.14,0.0165,,
PN434,PN434__solo.webp,788,555,0.869,1,PN434__item.webp,788,555,86.14,0.0165,,
PN435,PN435__solo.webp,788,555,0.895,1,PN435__item.webp,788,555,86.14,0.0165,,
PN436,PN436__solo.webp,788,555,0.869,1,PN436__item.webp,788,555,86.14,0.0165,,
PN437,PN437__solo.webp,789,555,0.869,1,PN437__item.webp,789,555,86.14,0.0165,,
PN439,PN439__solo.webp,788,555,0.869,1,PN439__item.webp,788,555,86.14,0.0165,,
PN440,PN440__solo.webp,788,555,0.869,1,PN440__item.webp,788,555,86.14,0.0165,,
PN441,PN441__solo.webp,788,555,0.869,1,PN441__item.webp,788,555,86.14,0.0165,,
PN442,PN442__solo.webp,788,555,0.869,1,PN442__item.webp,788,555,86.14,0.0165,,
PN444,PN444__solo.webp,789,555,0.869,1,PN444__item.webp,789,555,86.14,0.0165,,
PN445,PN445__solo.webp,788,555,0.869,1,PN445__item.webp,788,555,86.14,0.0165,,
PN446,PN446__solo.webp,788,555,0.869,1,PN446__item.webp,788,555,86.14,0.0165,,
PN447,PN447__solo.webp,789,555,0.869,1,PN447__item.webp,789,555,86.14,0.0165,,
PN448,PN448__solo.webp,789,555,0.869,1,PN448__item.webp,789,555,86.14,0.0165,,
PN449,PN449__solo.webp,788,555,0.869,1,PN449__item.webp,788,555,86.14,0.0165,,
PN450,PN450__solo.webp,789,555,0.869,1,PN450__item.webp,789,555,86.14,0.0165,,
PN451,PN451__solo.webp,788,555,0.869,1,PN451__item.webp,788,555,86.14,0.0165,,
PN452,PN452__solo.webp,789,555,0.869,1,PN452__item.webp,789,555,86.14,0.0165,,
PN453,PN453__solo.webp,788,555,0.869,1,PN453__item.webp,788,555,86.14,0.0165,,
PN455,PN455__solo.webp,788,555,0.869,1,PN455__item.webp,788,555,86.14,0.0165,,
PN457,PN457__solo.webp,789,555,0.869,1,PN457__item.webp,789,555,86.14,0.0165,,
PN458,PN458__solo.webp,789,555,0.869,1,PN458__item.webp,789,555,86.14,0.0165,,
PN460-50,PN460-50__solo.webp,678,949,0.817,5,PN460-50__item.webp,678,486,86.14,0.0165,,
PN461-50,PN461-50__solo.webp,678,949,0.841,5,PN461-50__item.webp,678,486,86.14,0.0165,,
PN462-50,PN462-50__solo.webp,678,949,0.841,5,PN462-50__item.webp,678,486,86.14,0.0165,,
PN463-50,PN463-50__solo.webp,678,949,0.84,5,PN463-50__item.webp,678,486,86.14,0.0165,,
PN464-50,PN464-50__solo.webp,678,949,0.84,5,PN464-50__item.webp,678,486,86.14,0.0165,,
PN465-50,PN465-50__solo.webp,678,949,0.841,5,PN465-50__item.webp,678,486,86.14,0.0165,,
PN466-50,PN466-50__solo.webp,678,949,0.841,5,PN466-50__item.webp,678,486,86.14,0.0165,,
PN467-50,PN467-50__solo.webp,678,949,0.841,5,PN467-50__item.webp,678,486,86.14,0.0165,,
PN470-50,PN470-50__solo.webp,678,949,0.839,5,PN470-50__item.webp,678,486,86.14,0.0165,,
PN471-50,PN471-50__solo.webp,678,949,0.839,5,PN471-50__item.webp,678,486,86.14,0.0165,,
PN472-50,PN472-50__solo.webp,678,949,0.839,5,PN472-50__item.webp,678,486,86.14,0.0165,,
PN473-50,PN473-50__solo.webp,678,949,0.84,5,PN473-50__item.webp,678,486,86.14,0.0165,,
PN474-50,PN474-50__solo.webp,678,949,0.839,5,PN474-50__item.webp,678,486,86.14,0.0165,,
PN475-50,PN475-50__solo.webp,678,949,0.839,5,PN475-50__item.webp,678,486,86.14,0.0165,,
PN476-50,PN476-50__solo.webp,678,949,0.839,5,PN476-50__item.webp,678,486,86.14,0.0165,,
PN478-50,PN478-50__solo.webp,678,949,0.839,5,PN478-50__item.webp,678,486,86.14,0.0165,,
PN479-50,PN479-50__solo.webp,678,949,0.839,5,PN479-50__item.webp,678,486,86.14,0.0165,,
PN480-50,PN480-50__solo.webp,678,949,0.839,5,PN480-50__item.webp,678,486,86.14,0.0165,,
PN481-50,PN481-50__solo.webp,678,949,0.839,5,PN481-50__item.webp,678,486,86.14,0.0165,,
PN482-50,PN482-50__solo.webp,678,949,0.839,5,PN482-50__item.webp,678,486,86.14,0.0165,,
PN483-50,PN483-50__solo.webp,1178,949,0.876,5,PN483-50__item.webp,678,486,86.14,0.0165,,
PN484-50,PN484-50__solo.webp,1178,949,0.875,5,PN484-50__item.webp,678,486,86.14,0.0165,,
PN485-50,PN485-50__solo.webp,1178,949,0.876,5,PN485-50__item.webp,678,486,86.14,0.0165,,
PN486-50,PN486-50__solo.webp,937,949,0.872,4,PN486-50__item.webp,678,486,86.14,0.0165,,
PN487-50,PN487-50__solo.webp,938,949,0.873,4,PN487-50__item.webp,678,486,86.14,0.0165,,
PN488-50,PN488-50__solo.webp,678,949,0.839,5,PN488-50__item.webp,678,486,86.14,0.0165,,
PN489-50,PN489-50__solo.webp,678,949,0.839,5,PN489-50__item.webp,678,486,86.14,0.0165,,
PN490-50,PN490-50__solo.webp,678,949,0.839,5,PN490-50__item.webp,678,486,86.14,0.0165,,
PN491-50,PN491-50__solo.webp,678,949,0.84,5,PN491-50__item.webp,678,486,86.14,0.0165,,
PN529IT,PN529IT__solo.webp,1151,824,0.774,4,PN529IT__item.webp,351,646,,,,
PN531IT,PN531IT__solo.webp,1113,852,0.79,4,PN531IT__item.webp,661,340,,,,
PN533,PN533__solo.webp,1269,910,0.894,3,PN533__item.webp,600,660,,,,
PN534IT,PN534IT__solo.webp,1136,875,0.801,4,PN534IT__item.webp,666,342,,,,
PN541,PN541__solo.webp,831,938,0.88,2,PN541__item.webp,831,537,98.04,0.0058,,
PN542,PN542__solo.webp,834,939,0.885,2,PN542__item.webp,834,540,98.04,0.0058,,
PN543,PN543__solo.webp,833,939,0.885,2,PN543__item.webp,833,537,98.04,0.0058,,
PN544,PN544__solo.webp,833,940,0.885,2,PN544__item.webp,833,539,98.04,0.0058,,
PN545,PN545__solo.webp,832,938,0.885,2,PN545__item.webp,832,537,98.04,0.0058,,
PN546,PN546__solo.webp,831,939,0.885,2,PN546__item.webp,831,538,98.04,0.0058,,
PN547,PN547__solo.webp,833,938,0.885,2,PN547__item.webp,832,538,98.04,0.0058,,
PN548,PN548__solo.webp,833,939,0.885,2,PN548__item.webp,832,540,98.04,0.0058,,
PN549,PN549__solo.webp,833,938,0.885,2,PN549__item.webp,832,538,98.04,0.0058,,
PN550,PN550__solo.webp,832,939,0.885,2,PN550__item.webp,831,539,98.04,0.0058,,
PN551,PN551__solo.webp,833,941,0.885,2,PN551__item.webp,831,540,98.04,0.0058,,
PN552,PN552__solo.webp,832,938,0.885,2,PN552__item.webp,832,537,98.04,0.0058,,
PN553,PN553__solo.webp,832,940,0.885,2,PN553__item.webp,831,538,98.04,0.0058,,
PN554,PN554__solo.webp,831,937,0.885,2,PN554__item.webp,830,537,98.04,0.0058,,
PN555,PN555__solo.webp,832,937,0.885,2,PN555__item.webp,832,536,98.04,0.0058,,
PN556,PN556__solo.webp,831,940,0.885,2,PN556__item.webp,831,540,98.04,0.0058,,
PN557,PN557__solo.webp,831,940,0.885,2,PN557__item.webp,831,541,98.04,0.0058,,
PN558,PN558__solo.webp,831,938,0.885,2,PN558__item.webp,831,539,98.04,0.0058,,
PN559,PN559__solo.webp,830,937,0.885,2,PN559__item.webp,830,539,98.04,0.0058,,
PN560,PN560__solo.webp,830,937,0.885,2,PN560__item.webp,830,539,98.04,0.0058,,
PN561,PN561__solo.webp,830,937,0.885,2,PN561__item.webp,830,538,98.04,0.0058,,
PN562,PN562__solo.webp,830,938,0.885,2,PN562__item.webp,830,539,98.04,0.0058,,
PN563-1,PN563-1__solo.webp,828,940,0.885,2,PN563-1__item.webp,828,539,98.04,0.0058,,
PN563-2,PN563-2__solo.webp,829,939,0.885,2,PN563-2__item.webp,829,538,98.04,0.0058,,
PN563-3,PN563-3__solo.webp,830,940,0.885,2,PN563-3__item.webp,830,538,98.04,0.0058,,
PN563-4,PN563-4__solo.webp,830,939,0.884,2,PN563-4__item.webp,829,538,98.04,0.0058,,
PN563-5,PN563-5__solo.webp,831,940,0.885,2,PN563-5__item.webp,830,540,98.04,0.0058,,
PN563,PN563__solo.webp,830,940,0.885,2,PN563__item.webp,830,540,98.04,0.0058,,
PN595-01,PN595-01__solo.webp,1535,943,0.994,3,PN595-01__item.webp,842,548,83.05,0.1883,,
PN595-02,PN595-02__solo.webp,1536,954,0.994,3,PN595-02__item.webp,839,558,83.05,0.1883,,
PN595-03,PN595-03__solo.webp,1536,954,0.994,3,PN595-03__item.webp,841,559,83.05,0.1883,,
PN595-04,PN595-04__solo.webp,1537,954,0.994,3,PN595-04__item.webp,841,559,83.05,0.1883,,
PN595-05,PN595-05__solo.webp,1538,951,0.994,3,PN595-05__item.webp,844,556,83.05,0.1883,,
PN595-06,PN595-06__solo.webp,1537,951,0.994,3,PN595-06__item.webp,841,553,83.05,0.1883,,
PN595-07,PN595-07__solo.webp,1537,951,0.994,3,PN595-07__item.webp,843,549,83.05,0.1883,,
PN595-08,PN595-08__solo.webp,1535,949,0.994,3,PN595-08__item.webp,837,547,83.05,0.1883,,
PN595-09,PN595-09__solo.webp,1537,951,0.994,3,PN595-09__item.webp,843,549,83.05,0.1883,,
PN595-10,PN595-10__solo.webp,1534,948,0.994,3,PN595-10__item.webp,835,551,83.05,0.1883,,
PN595-11,PN595-11__solo.webp,1536,954,0.994,3,PN595-11__item.webp,842,559,83.05,0.1883,,
PN595-12,PN595-12__solo.webp,1537,952,0.994,3,PN595-12__item.webp,842,552,83.05,0.1883,,
PN595-13,PN595-13__solo.webp,1537,951,0.994,3,PN595-13__item.webp,842,553,83.05,0.1883,,
PN595-14,PN595-14__solo.webp,1535,948,0.994,3,PN595-14__item.webp,838,547,83.05,0.1883,,
PN595-15,PN595-15__solo.webp,1536,946,0.994,3,PN595-15__item.webp,838,546,83.05,0.1883,,
PN595-16,PN595-16__solo.webp,1535,948,0.994,3,PN595-16__item.webp,838,547,83.05,0.1883,,
PN595-17,PN595-17__solo.webp,1538,953,0.994,3,PN595-17__item.webp,843,556,83.05,0.1883,,
PN595-18,PN595-18__solo.webp,1534,944,0.994,3,PN595-18__item.webp,832,544,83.05,0.1883,,
PN690-01,PN690-01__solo.webp,791,946,0.778,2,PN690-01__item.webp,791,558,95.76,0.0077,,
PN690-02,PN690-02__solo.webp,787,942,0.868,2,PN690-02__item.webp,784,550,95.76,0.0077,,
PN690-03,PN690-03__solo.webp,787,942,0.868,2,PN690-03__item.webp,784,550,95.76,0.0077,,
PN690-04,PN690-04__solo.webp,787,942,0.868,2,PN690-04__item.webp,784,550,95.76,0.0077,,
PN690-05,PN690-05__solo.webp,787,942,0.868,2,PN690-05__item.webp,784,550,95.76,0.0077,,
PN690-06,PN690-06__solo.webp,791,943,0.87,2,PN690-06__item.webp,791,559,95.76,0.0077,,
PN690-07,PN690-07__solo.webp,787,942,0.868,2,PN690-07__item.webp,784,550,95.76,0.0077,,
PN690-08,PN690-08__solo.webp,787,942,0.868,2,PN690-08__item.webp,784,550,95.76,0.0077,,
PN690-09,PN690-09__solo.webp,787,942,0.868,2,PN690-09__item.webp,784,550,95.76,0.0077,,
PN690-10,PN690-10__solo.webp,787,942,0.868,2,PN690-10__item.webp,784,550,95.76,0.0077,,
PN690-11,PN690-11__solo.webp,787,942,0.868,2,PN690-11__item.webp,784,550,95.76,0.0077,,
PN690-12,PN690-12__solo.webp,787,942,0.868,2,PN690-12__item.webp,784,550,95.76,0.0077,,
PN690-13,PN690-13__solo.webp,787,942,0.868,2,PN690-13__item.webp,784,550,95.76,0.0077,,
PN690-14,PN690-14__solo.webp,787,942,0.868,2,PN690-14__item.webp,784,550,95.76,0.0077,,
PN690-15,PN690-15__solo.webp,787,942,0.868,2,PN690-15__item.webp,784,550,95.76,0.0077,,
PN690-16,PN690-16__solo.webp,787,942,0.868,2,PN690-16__item.webp,784,550,95.76,0.0077,,
PN690-17,PN690-17__solo.webp,787,942,0.868,2,PN690-17__item.webp,784,550,95.76,0.0077,,
PN690-18,PN690-18__solo.webp,787,942,0.868,2,PN690-18__item.webp,784,550,95.76,0.0077,,
PN690-19,PN690-19__solo.webp,787,942,0.868,2,PN690-19__item.webp,784,550,95.76,0.0077,,
PN690-20,PN690-20__solo.webp,787,942,0.868,2,PN690-20__item.webp,784,550,95.76,0.0077,,
PN690-21,PN690-21__solo.webp,787,942,0.868,2,PN690-21__item.webp,784,550,95.76,0.0077,,
PN690-22,PN690-22__solo.webp,787,942,0.868,2,PN690-22__item.webp,784,550,95.76,0.0077,,
PN690-23,PN690-23__solo.webp,787,942,0.868,2,PN690-23__item.webp,784,550,95.76,0.0077,,
PN690-24,PN690-24__solo.webp,787,942,0.868,2,PN690-24__item.webp,784,550,95.76,0.0077,,
PN690-25,PN690-25__solo.webp,787,942,0.868,2,PN690-25__item.webp,784,550,95.76,0.0077,,
PN690-26,PN690-26__solo.webp,787,942,0.868,2,PN690-26__item.webp,784,550,95.76,0.0077,,
PN690-27,PN690-27__solo.webp,787,942,0.868,2,PN690-27__item.webp,784,550,95.76,0.0077,,
PN690-28,PN690-28__solo.webp,787,942,0.868,2,PN690-28__item.webp,784,550,95.76,0.0077,,
PN730,PN730__solo.webp,1455,861,0.986,6,PN730__item.webp,556,371,4.92,0.111,,
PN731,PN731__solo.webp,1457,857,0.992,5,PN731__item.webp,555,371,4.92,0.111,,
PN732,PN732__solo.webp,1455,950,0.996,6,PN732__item.webp,556,370,4.92,0.111,,
PN736,PN736__solo.webp,1457,883,0.987,10,PN736__item.webp,559,398,4.92,0.111,,
PN737,PN737__solo.webp,1455,889,0.988,10,PN737__item.webp,900,549,4.92,0.111,,
PN738,PN738__solo.webp,1458,940,0.996,6,PN738__item.webp,559,398,4.92,0.111,,
PN800,PN800__solo.webp,1123,556,0.811,2,PN800__item.webp,459,444,0.03,0.0046,,
PN801,PN801__solo.webp,1164,631,0.857,2,PN801__item.webp,533,515,0.03,0.0046,,
PN802,PN802__solo.webp,1152,617,0.863,2,PN802__item.webp,450,434,0.03,0.0046,,
PN810,PN810__solo.webp,1210,832,0.889,2,PN810__item.webp,644,372,37.42,0.1584,,
PN811,PN811__solo.webp,1186,775,0.855,2,PN811__item.webp,626,271,37.42,0.1584,,
PN812,PN812__solo.webp,1155,733,0.855,2,PN812__item.webp,594,295,37.42,0.1584,,
PN813,PN813__solo.webp,1143,764,0.861,2,PN813__item.webp,589,290,37.42,0.1584,,
PN814,PN814__solo.webp,1223,877,0.89,2,PN814__item.webp,667,377,37.42,0.1584,,
PN815,PN815__solo.webp,1216,912,0.886,3,PN815__item.webp,499,247,37.42,0.1584,,
PN816,PN816__solo.webp,1213,895,0.869,2,PN816__item.webp,803,325,37.42,0.1584,,
PN817-01,PN817-01__solo.webp,1159,929,0.906,2,PN817-01__item.webp,594,504,37.42,0.1584,,
PN817-02,PN817-02__solo.webp,1195,921,0.907,2,PN817-02__item.webp,639,491,37.42,0.1584,,
PN817-03,PN817-03__solo.webp,1161,939,0.906,2,PN817-03__item.webp,606,447,37.42,0.1584,,
PN817-04,PN817-04__solo.webp,1186,915,0.905,2,PN817-04__item.webp,649,476,37.42,0.1584,,
PN817-05,PN817-05__solo.webp,1177,918,0.91,2,PN817-05__item.webp,649,540,37.42,0.1584,,
PN820,PN820__solo.webp,1188,907,0.846,4,PN820__item.webp,292,900,37.42,0.1584,,
PN821,PN821__solo.webp,1230,917,0.873,2,PN821__item.webp,424,783,37.42,0.1584,,
PN822,PN822__solo.webp,1188,950,0.857,5,PN822__item.webp,296,900,37.42,0.1584,,
PN823,PN823__solo.webp,1204,832,0.878,4,PN823__item.webp,473,832,37.42,0.1584,,
PO001,PO001__solo.webp,1288,863,0.987,3,PO001__item.webp,467,596,79.48,0.0641,,
PO002,PO002__solo.webp,1218,858,0.977,4,PO002__item.webp,465,597,79.48,0.0641,,
PO003,PO003__solo.webp,1289,862,0.987,4,PO003__item.webp,467,599,79.48,0.0641,,
PO004,PO004__solo.webp,1289,862,0.987,4,PO004__item.webp,467,599,79.48,0.0641,,
PO005,PO005__solo.webp,1219,859,0.978,4,PO005__item.webp,467,598,79.48,0.0641,,
PO006,PO006__solo.webp,1250,870,0.982,4,PO006__item.webp,467,693,79.48,0.0641,,
PO007,PO007__solo.webp,1216,855,0.971,4,PO007__item.webp,466,598,79.48,0.0641,,
PO212,PO212__solo.webp,1397,848,0.98,4,PO212__item.webp,346,693,,,,
PO301A,PO301A__solo.webp,1433,808,0.989,3,PO301A__item.webp,627,438,22.73,0.0223,,
PO301N,PO301N__solo.webp,1112,807,0.95,2,PO301N__item.webp,616,430,22.73,0.0223,,
PO301R,PO301R__solo.webp,1123,804,0.948,3,PO301R__item.webp,621,434,22.73,0.0223,,
PO305A,PO305A__solo.webp,1424,826,0.983,4,PO305A__item.webp,216,456,21.73,0.0656,,
PO305N,PO305N__solo.webp,876,819,0.938,3,PO305N__item.webp,215,460,21.73,0.0656,,
PO305R,PO305R__solo.webp,1424,816,0.983,4,PO305R__item.webp,220,462,21.73,0.0656,,
PP001,PP001__solo.webp,1524,944,0.992,8,PP001__item.webp,159,647,21.63,0.1048,,
PP001B,PP001B__solo.webp,1533,944,0.985,7,PP001B__item.webp,153,585,21.63,0.1048,,
PP001C,PP001C__solo.webp,1528,944,0.985,6,PP001C__item.webp,154,576,21.63,0.1048,,
PP002,PP002__solo.webp,1480,946,0.985,6,PP002__item.webp,173,656,21.63,0.1048,,
PP002B,PP002B__solo.webp,1525,953,0.982,8,PP002B__item.webp,174,656,21.63,0.1048,,
PP002C,PP002C__solo.webp,1529,946,0.987,6,PP002C__item.webp,173,656,21.63,0.1048,,
PP003,PP003__solo.webp,1493,944,0.991,8,PP003__item.webp,164,600,21.63,0.1048,,
PP004,PP004__solo.webp,1390,946,0.985,6,PP004__item.webp,174,656,21.63,0.1048,,
PP004C,PP004C__solo.webp,1528,946,0.987,6,PP004C__item.webp,173,656,21.63,0.1048,,
PP006-01,PP006-01__solo.webp,1404,864,0.947,4,PP006-01__item.webp,176,689,47.9,0.0825,,
PP006,PP006__solo.webp,1527,822,0.945,4,PP006__item.webp,176,688,47.9,0.0825,,
PP007,PP007__solo.webp,1095,813,0.873,4,PP007__item.webp,603,730,,,,
PP008,PP008__solo.webp,1450,863,0.986,5,PP008__item.webp,314,719,17.46,0.1558,,
PP009,PP009__solo.webp,1446,915,0.979,6,PP009__item.webp,588,674,,,,
PP022-01,PP022-01__solo.webp,1235,780,0.979,2,PP022-01__item.webp,525,407,2.24,0.1147,,
PP022-02,PP022-02__solo.webp,1235,780,0.98,5,PP022-02__item.webp,571,458,2.24,0.1147,,
PP023-01,PP023-01__solo.webp,1205,524,0.918,3,PP023-01__item.webp,293,490,13.77,0.0647,,
PP023-02,PP023-02__solo.webp,1317,585,0.903,6,PP023-02__item.webp,359,569,13.77,0.0647,,
PP024-01,PP024-01__solo.webp,1336,652,0.904,6,PP024-01__item.webp,400,634,13.77,0.0647,,
PP024-02,PP024-02__solo.webp,1338,686,0.891,6,PP024-02__item.webp,434,686,13.77,0.0647,,
PP025-01,PP025-01__solo.webp,1403,570,0.93,2,PP025-01__item.webp,524,409,11.15,0.0999,,
PP025-02,PP025-02__solo.webp,1441,585,0.922,4,PP025-02__item.webp,571,460,11.15,0.0999,,
PP028-01,PP028-01__solo.webp,1527,660,0.981,2,PP028-01__item.webp,900,490,87.65,0.0061,,
PP028-02,PP028-02__solo.webp,1527,660,0.981,2,PP028-02__item.webp,900,490,87.65,0.0061,,
PP029-01,PP029-01__solo.webp,1368,712,0.968,2,PP029-01__item.webp,640,433,48.81,0.0071,,
PP029-02,PP029-02__solo.webp,1302,713,0.945,2,PP029-02__item.webp,641,433,48.81,0.0071,,
PP031,PP031__solo.webp,1521,848,0.969,5,PP031__item.webp,131,545,5.63,0.0195,,
PP031B,PP031B__solo.webp,1488,940,0.972,5,PP031B__item.webp,131,552,5.63,0.0195,,
PP038-01,PP038-01__solo.webp,1528,944,0.994,5,PP038-01__item.webp,532,362,0,0,,
PP039-01,PP039-01__solo.webp,1529,944,0.995,4,PP039-01__item.webp,532,362,0,0,,
PP040,PP040__solo.webp,1185,904,0.909,4,PP040__item.webp,900,237,,,,
PP041,PP041__solo.webp,1179,905,0.914,4,PP041__item.webp,900,240,,,,
PP046,PP046__solo.webp,1258,904,0.981,4,PP046__item.webp,198,663,4.76,0.1304,,
PP047,PP047__solo.webp,1278,903,0.984,4,PP047__item.webp,243,785,4.76,0.1304,,
PP048,PP048__solo.webp,1255,913,0.979,4,PP048__item.webp,197,672,8.88,0.1338,,
PP049,PP049__solo.webp,1277,903,0.979,4,PP049__item.webp,242,788,8.88,0.1338,,
PP050-S,PP050-S__solo.webp,1527,825,0.982,5,PP050-S__p1.webp,462,677,21.63,0.1048,,
PP051,PP051__solo.webp,1325,942,0.982,3,PP051__item.webp,265,811,13.31,0.1381,,
PP052,PP052__solo.webp,1404,911,0.982,3,PP052__item.webp,245,727,13.31,0.1381,,
PP053,PP053__solo.webp,1431,915,0.986,3,PP053__item.webp,284,875,13.31,0.1381,,
